Domain,Organization,Risk Level,Risk Score,Matched Keyword,Reasons
"pmmechanicai.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"pmsclinicaltrial.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"pnb-protect.pro","Punjab National Bank (PNB)","MEDIUM",25,"pnb","Contains brand keyword: 'pnb'"
"pnbad.com","Punjab National Bank (PNB)","MEDIUM",25,"pnb","Contains brand keyword: 'pnb'"
"pnbconsulting.us","Punjab National Bank (PNB)","MEDIUM",25,"pnb","Contains brand keyword: 'pnb'"
"pnbggpc.shop","Punjab National Bank (PNB)","MEDIUM",25,"pnb","Contains brand keyword: 'pnb'"
"pnbit.com","Punjab National Bank (PNB)","MEDIUM",25,"pnb","Contains brand keyword: 'pnb'"
"pnblast.com","Punjab National Bank (PNB)","MEDIUM",25,"pnb","Contains brand keyword: 'pnb'"
"pniconsortium.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"pnrstatusirctc.in","IRCTC","MEDIUM",25,"irctc","Contains brand keyword: 'irctc'"
"pocketbikemechanic.app","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"pocketbikemechanic.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"podolab.clinic","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"pohmelnica.ru","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"polanicacaca.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"polarnice.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"policlinicabergidum.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"policlinical.com.ar","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"policlinical.store","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"policlinicalosremedios.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"policlinicamassamagrell.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"policlinicasanisidro.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"polpotronics.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"pongpunnice.store","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"pontosbia.com","State Bank of India (SBI)","MEDIUM",25,"sbi","Contains brand keyword: 'sbi'"
"popbob.email","Bank of Baroda (BoB)","MEDIUM",25,"bob","Contains brand keyword: 'bob'"
"poppymunich.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"popularmecanics.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"pornic.store","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"portaoeletronicoblumenau.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"portfoliocloud.host","IOCL","MEDIUM",25,"iocl","Contains brand keyword: 'iocl'"
"portfoliocloud.host","IOCL","MEDIUM",25,"iocl","Contains brand keyword: 'iocl'"
"portonicaffe.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"posbygenic.org","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"posbygenic.org","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"positronic-future.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"posrednictwopracy.pl","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"postonics.shop","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"postpolyphonic.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"potasnicklaw.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"poutouscollisionandmechanical.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"pozagranicami.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"pplipnicawielka.pl","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"praderwilliclinic.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"prakritianshorganic.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"pranic.lifestyle","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"pranicfuel.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"pranichealingfiji.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"pranicliving.kr","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"prasannaorganics.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"praworolnicze.pl","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"praxisclinicalgroup.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"preciousbio.com","State Bank of India (SBI)","MEDIUM",25,"sbi","Contains brand keyword: 'sbi'"
"precisionhealthclinics.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"prefabscenic.co.uk","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"pregnancyrightsbill.com","State Bank of India (SBI)","MEDIUM",25,"sbi","Contains brand keyword: 'sbi'"
"pregnancyrightsbill.org","State Bank of India (SBI)","MEDIUM",25,"sbi","Contains brand keyword: 'sbi'"
"prenice.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"presstechnicalwriting.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"prestamounico.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"prettynice.store","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"preventiveheartclinic.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"primarilyorganicpanther.lol","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"primecommunicationslp.net","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"primeelectronics.ss","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"primegreenclinic.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"primeomnicore.pics","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"primetronic.store","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"princessnichelle.me","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"princetonspinesportclinic.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"prinicple.co.uk","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"printbob.in","Bank of Baroda (BoB)","MEDIUM",25,"bob","Contains brand keyword: 'bob'"
"printgenics.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"printtechnic.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"printvenice.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"prismasigncomunicacaovisual.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"private-clinic-consultancy.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"privyclinic.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"prizedropboba.com","Bank of Baroda (BoB)","MEDIUM",25,"bob","Contains brand keyword: 'bob'"
"proclinicplus.chat","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"procoldunicorn.com.pl","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"procoldunicorn.pl","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"procreapolyclinic.org","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"procuradormunicipal.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"produits-pherenice.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"progresbiz24.pl","State Bank of India (SBI)","MEDIUM",25,"sbi","Contains brand keyword: 'sbi'"
"progronics.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"projectsbills.com","State Bank of India (SBI)","MEDIUM",25,"sbi","Contains brand keyword: 'sbi'"
"projetunicef-ga.org","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"prolifeveterinaryclinic.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"prolificcommunications.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"promechanics.mt","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"prometheusandbob.shop","Bank of Baroda (BoB)","MEDIUM",25,"bob","Contains brand keyword: 'bob'"
"prometheusandbob.shop","Bank of Baroda (BoB)","MEDIUM",25,"bob","Contains brand keyword: 'bob'"
"promosbito.com","State Bank of India (SBI)","MEDIUM",25,"sbi","Contains brand keyword: 'sbi'"
"promptandtonic.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"promptmegaphonic.pics","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"propagandaelectronica.shop","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"propertymanagementexpertsinveniceflorida.org","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"propulsion-communications.org","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"prorevitalistclinic.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"prositesbiz.pro","State Bank of India (SBI)","MEDIUM",25,"sbi","Contains brand keyword: 'sbi'"
"prospermarketingcommunications.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"protaclinic.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"protechnics.guru","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"protectholdnice.shop","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"protectionreportnicely.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"protinsbio.com","State Bank of India (SBI)","MEDIUM",25,"sbi","Contains brand keyword: 'sbi'"
"protraveldominicana.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"provablecommunications.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"provablecommunications.net","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"provablecommunications.org","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"provablecommunications.shop","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"provablecommunications.store","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"provablecommunicationsalliance.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"provablecommunicationsalliance.net","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"provablecommunicationsalliance.shop","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"provablecommunicationsalliance.store","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"provablecommunicationscoalition.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"provablecommunicationscoalition.org","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"provaznictvi.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"provectusbiofuels.org","State Bank of India (SBI)","MEDIUM",25,"sbi","Contains brand keyword: 'sbi'"
"provectusbiofuelsdev.com","State Bank of India (SBI)","MEDIUM",25,"sbi","Contains brand keyword: 'sbi'"
"provenchronicles.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"provencommunicationsalliance.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"proweeletronics.store","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"proyectosnicaragua.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"prozonic.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"prptclinic.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"przejsciagraniczne.pl","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"przewodniczkaduszy.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"psicoclinicsalud.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"psicologaclinicaencelaya.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"psicologamonicanunes.com.br","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"psicologiaclinicasantiagogastearena.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"psicologiaehipnoseclinica.com.br","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"psychecareclinic.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"psychologia-kliniczna.pl","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"psyclinic-neva.ru","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"ptptechnicals.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"ptspowertronicsolution.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"pttechnic.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"pulgasnica.store","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"pulitecnicaligure.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"pulsetechnicalservices.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"punehomeopathyclinic.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"punjabizayka.co.in","Punjab National Bank (PNB)","MEDIUM",25,"punjab","Contains brand keyword: 'punjab'"
"punkelectronic.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"puravitaclinic.cz","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"purbobo.com","Bank of Baroda (BoB)","MEDIUM",25,"bob","Contains brand keyword: 'bob'"
"purboyoclinic.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"puregamingchronicles.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"purelushorganics.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"pureorganicgrow.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"pureorganichub.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"pureorganicnailsspaoakton.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"purpleunicornlabs.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"purposeguidedcommunications.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"putz-stuck-mernica.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"pvcommunicationteam.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"pwmclinic.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
"qadriclinic.com","National Informatics Centre (NIC)","MEDIUM",25,"nic","Contains brand keyword: 'nic'"
